Subject, Session, Module, Status, Progress, User, Workstation, Date, Processing.time, Processing, Version
38, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:16:13 EDT 2021,65.467, LOCAL, v0.0.2 'wobbly'
39, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:16:24 EDT 2021,67.35, LOCAL, v0.0.2 'wobbly'
40, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:16:35 EDT 2021,65, LOCAL, v0.0.2 'wobbly'
41, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:16:46 EDT 2021,66.767, LOCAL, v0.0.2 'wobbly'
42, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:16:57 EDT 2021,62.633, LOCAL, v0.0.2 'wobbly'
43, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:17:08 EDT 2021,68.117, LOCAL, v0.0.2 'wobbly'
44, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:17:18 EDT 2021,64.317, LOCAL, v0.0.2 'wobbly'
45, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:17:30 EDT 2021,62.533, LOCAL, v0.0.2 'wobbly'
46, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:17:40 EDT 2021,63.783, LOCAL, v0.0.2 'wobbly'
47, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:17:51 EDT 2021,60.3, LOCAL, v0.0.2 'wobbly'
48, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:18:02 EDT 2021,64.517, LOCAL, v0.0.2 'wobbly'
49, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:18:12 EDT 2021,61.933, LOCAL, v0.0.2 'wobbly'
50, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:18:23 EDT 2021,65.5, LOCAL, v0.0.2 'wobbly'
51, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:18:33 EDT 2021,69.117, LOCAL, v0.0.2 'wobbly'
52, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:18:43 EDT 2021,73.3, LOCAL, v0.0.2 'wobbly'
53, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:18:54 EDT 2021,67.017, LOCAL, v0.0.2 'wobbly'
54, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:19:04 EDT 2021,61.717, LOCAL, v0.0.2 'wobbly'
55, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:19:14 EDT 2021,67.467, LOCAL, v0.0.2 'wobbly'
56, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:19:24 EDT 2021,74.117, LOCAL, v0.0.2 'wobbly'
57, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:19:35 EDT 2021,74.183, LOCAL, v0.0.2 'wobbly'
58, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:19:44 EDT 2021,63.233, LOCAL, v0.0.2 'wobbly'
59, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:19:54 EDT 2021,73.983, LOCAL, v0.0.2 'wobbly'
60, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:20:05 EDT 2021,65.15, LOCAL, v0.0.2 'wobbly'
61, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:20:15 EDT 2021,63.367, LOCAL, v0.0.2 'wobbly'
62, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:20:25 EDT 2021,65.55, LOCAL, v0.0.2 'wobbly'
63, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:20:36 EDT 2021,64.3, LOCAL, v0.0.2 'wobbly'
64, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:20:46 EDT 2021,64.75, LOCAL, v0.0.2 'wobbly'
65, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:20:56 EDT 2021,62.933, LOCAL, v0.0.2 'wobbly'
66, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:21:07 EDT 2021,67.033, LOCAL, v0.0.2 'wobbly'
67, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:21:17 EDT 2021,66.417, LOCAL, v0.0.2 'wobbly'
68, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:21:28 EDT 2021,61.467, LOCAL, v0.0.2 'wobbly'
69, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:21:37 EDT 2021,66.517, LOCAL, v0.0.2 'wobbly'
70, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:21:47 EDT 2021,68.35, LOCAL, v0.0.2 'wobbly'
71, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:21:59 EDT 2021,71.333, LOCAL, v0.0.2 'wobbly'
72, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:22:09 EDT 2021,63.867, LOCAL, v0.0.2 'wobbly'
73, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:22:19 EDT 2021,70.117, LOCAL, v0.0.2 'wobbly'
74, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:22:30 EDT 2021,70.683, LOCAL, v0.0.2 'wobbly'
75, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:22:41 EDT 2021,71.4, LOCAL, v0.0.2 'wobbly'
76, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:22:50 EDT 2021,71.467, LOCAL, v0.0.2 'wobbly'
77, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:23:00 EDT 2021,63.817, LOCAL, v0.0.2 'wobbly'
78, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:23:11 EDT 2021,64.767, LOCAL, v0.0.2 'wobbly'
80, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:23:20 EDT 2021,64.783, LOCAL, v0.0.2 'wobbly'
81, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:23:30 EDT 2021,62.117, LOCAL, v0.0.2 'wobbly'
82, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:23:40 EDT 2021,69.85, LOCAL, v0.0.2 'wobbly'
83, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:23:50 EDT 2021,67.6, LOCAL, v0.0.2 'wobbly'
84, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:24:00 EDT 2021,67.983, LOCAL, v0.0.2 'wobbly'
85, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:24:10 EDT 2021,70.567, LOCAL, v0.0.2 'wobbly'
86, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:24:19 EDT 2021,63.917, LOCAL, v0.0.2 'wobbly'
87, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:24:29 EDT 2021,59.867, LOCAL, v0.0.2 'wobbly'
88, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:24:38 EDT 2021,70.933, LOCAL, v0.0.2 'wobbly'
91, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:24:48 EDT 2021,71.967, LOCAL, v0.0.2 'wobbly'
92, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:24:59 EDT 2021,74.083, LOCAL, v0.0.2 'wobbly'
93, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:25:09 EDT 2021,64.85, LOCAL, v0.0.2 'wobbly'
94, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:25:19 EDT 2021,64.367, LOCAL, v0.0.2 'wobbly'
95, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:25:30 EDT 2021,64.8, LOCAL, v0.0.2 'wobbly'
97, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:25:40 EDT 2021,74, LOCAL, v0.0.2 'wobbly'
98, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:25:49 EDT 2021,61.183, LOCAL, v0.0.2 'wobbly'
99, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:25:59 EDT 2021,72.633, LOCAL, v0.0.2 'wobbly'
100, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:26:08 EDT 2021,68.4, LOCAL, v0.0.2 'wobbly'
101, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:26:18 EDT 2021,66.75, LOCAL, v0.0.2 'wobbly'
102, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:26:28 EDT 2021,67.9, LOCAL, v0.0.2 'wobbly'
103, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:26:38 EDT 2021,71.083, LOCAL, v0.0.2 'wobbly'
104, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:26:48 EDT 2021,64.2, LOCAL, v0.0.2 'wobbly'
105, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:26:59 EDT 2021,63.65, LOCAL, v0.0.2 'wobbly'
106, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:27:09 EDT 2021,70.967, LOCAL, v0.0.2 'wobbly'
107, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:27:19 EDT 2021,84.217, LOCAL, v0.0.2 'wobbly'
108, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:27:30 EDT 2021,61.7, LOCAL, v0.0.2 'wobbly'
109, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:27:40 EDT 2021,65.95, LOCAL, v0.0.2 'wobbly'
110, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:27:50 EDT 2021,63.567, LOCAL, v0.0.2 'wobbly'
111, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:28:00 EDT 2021,66.35, LOCAL, v0.0.2 'wobbly'
112, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:28:09 EDT 2021,61.483, LOCAL, v0.0.2 'wobbly'
114, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:28:18 EDT 2021,63.483, LOCAL, v0.0.2 'wobbly'
115, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:28:29 EDT 2021,67.667, LOCAL, v0.0.2 'wobbly'
116, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:28:39 EDT 2021,63.967, LOCAL, v0.0.2 'wobbly'
117, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:28:48 EDT 2021,69.8, LOCAL, v0.0.2 'wobbly'
118, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:28:58 EDT 2021,61.617, LOCAL, v0.0.2 'wobbly'
119, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:29:09 EDT 2021,64.65, LOCAL, v0.0.2 'wobbly'
120, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:29:18 EDT 2021,63.583, LOCAL, v0.0.2 'wobbly'
122, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:29:28 EDT 2021,64.65, LOCAL, v0.0.2 'wobbly'
123, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:29:38 EDT 2021,58.333, LOCAL, v0.0.2 'wobbly'
124, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:29:48 EDT 2021,64.533, LOCAL, v0.0.2 'wobbly'
125, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:29:58 EDT 2021,69.683, LOCAL, v0.0.2 'wobbly'
126, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:30:08 EDT 2021,62.7, LOCAL, v0.0.2 'wobbly'
127, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:30:18 EDT 2021,71.917, LOCAL, v0.0.2 'wobbly'
128, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:30:27 EDT 2021,61.45, LOCAL, v0.0.2 'wobbly'
129, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:30:37 EDT 2021,72.167, LOCAL, v0.0.2 'wobbly'
130, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:30:47 EDT 2021,70.95, LOCAL, v0.0.2 'wobbly'
131, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:30:57 EDT 2021,71.033, LOCAL, v0.0.2 'wobbly'
132, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:31:06 EDT 2021,72.05, LOCAL, v0.0.2 'wobbly'
133, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:31:16 EDT 2021,65.067, LOCAL, v0.0.2 'wobbly'
134, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:31:26 EDT 2021,63.267, LOCAL, v0.0.2 'wobbly'
136, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:31:36 EDT 2021,63.95, LOCAL, v0.0.2 'wobbly'
137, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:31:46 EDT 2021,58.583, LOCAL, v0.0.2 'wobbly'
138, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:31:57 EDT 2021,63.3, LOCAL, v0.0.2 'wobbly'
139, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:32:06 EDT 2021,60.3, LOCAL, v0.0.2 'wobbly'
140, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:32:16 EDT 2021,63.617, LOCAL, v0.0.2 'wobbly'
141, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:32:26 EDT 2021,71.55, LOCAL, v0.0.2 'wobbly'
142, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:32:36 EDT 2021,64.7, LOCAL, v0.0.2 'wobbly'
144, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:32:46 EDT 2021,69.7, LOCAL, v0.0.2 'wobbly'
145, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:32:55 EDT 2021,71.333, LOCAL, v0.0.2 'wobbly'
146, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:33:05 EDT 2021,66.233, LOCAL, v0.0.2 'wobbly'
147, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:33:15 EDT 2021,64.783, LOCAL, v0.0.2 'wobbly'
149, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:33:26 EDT 2021,63.25, LOCAL, v0.0.2 'wobbly'
153, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:33:36 EDT 2021,65.633, LOCAL, v0.0.2 'wobbly'
154, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:33:46 EDT 2021,0.15, LOCAL, v0.0.2 'wobbly'
156, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:33:56 EDT 2021,0.15, LOCAL, v0.0.2 'wobbly'
159, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:34:07 EDT 2021,0.167, LOCAL, v0.0.2 'wobbly'
160, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:34:17 EDT 2021,0.15, LOCAL, v0.0.2 'wobbly'
161, SINGLE, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:34:27 EDT 2021,0.133, LOCAL, v0.0.2 'wobbly'
161, SINGLE, proc_freesurfer, ERROR, /01, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 11:54:06 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
1, SINGLE, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 12:13:56 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
2, SINGLE, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Thu May  6 12:13:57 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
